transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud
tx_100051,acct_779,acct_2350,1300.24,2025-03-06 11:56:00,0
tx_100052,acct_FR3,acct_FR4,4662.75,2025-04-28 04:04:00,1
tx_100053,acct_2886,acct_MULE3,4813.71,2025-04-20 02:03:00,1
tx_100054,acct_PAYROLL1,acct_EMP240,2503.09,2025-02-10 03:41:00,0
tx_100055,acct_USER373,acct_AMAZON,461.66,2025-02-19 06:37:00,0
tx_100056,acct_3412,acct_4194,1274.98,2025-04-09 19:33:00,0
tx_100057,acct_USER241,acct_AMAZON,449.61,2025-04-04 04:57:00,0
tx_100058,acct_USER800,acct_AMAZON,279.99,2025-01-26 01:27:00,0
tx_100059,acct_FR5,acct_FR6,10263.67,2025-05-18 17:13:00,1
tx_100060,acct_FR1,acct_FR2,3825.73,2025-01-28 19:26:00,1
tx_100061,acct_1331,acct_2087,773.07,2025-02-04 00:12:00,0
tx_100062,acct_FR3,acct_FR4,4624.27,2025-01-31 03:07:00,1
tx_100063,acct_1937,acct_MULE1,4420.98,2025-03-06 03:03:00,1
tx_100064,acct_PAYROLL4,acct_EMP178,2431.93,2025-04-30 19:10:00,0
tx_100065,acct_PAYROLL5,acct_EMP396,1682.76,2025-05-03 17:16:00,0
tx_100066,acct_5090,acct_1862,1954.36,2025-01-21 11:45:00,0
tx_100067,acct_1839,acct_MULE4,6895.39,2025-05-18 18:06:00,1
tx_100068,acct_USER81,acct_AMAZON,402.87,2025-03-29 23:15:00,0
tx_100069,acct_L12,acct_L116,13600.37,2025-03-07 11:49:00,1
tx_100070,acct_3418,acct_MULE14,4303.45,2025-05-16 05:30:00,1
tx_100071,acct_PAYROLL5,acct_EMP120,1572.45,2025-03-05 16:16:00,0
tx_100072,acct_1182,acct_MULE4,3545.23,2025-05-11 01:02:00,1
tx_100073,acct_L45,acct_L51,5268.01,2025-02-18 06:42:00,1
tx_100074,acct_USER316,acct_AMAZON,489.19,2025-04-20 06:31:00,0
tx_100075,acct_7120,acct_671,999.25,2025-02-26 18:26:00,0
tx_100076,acct_2750,acct_7682,729.73,2025-04-16 03:14:00,0
tx_100077,acct_USER279,acct_AMAZON,396.97,2025-04-14 20:50:00,0
tx_100078,acct_PAYROLL4,acct_EMP370,1976.58,2025-04-09 19:29:00,0
tx_100079,acct_1506,acct_1068,1913.7,2025-02-05 13:20:00,0
tx_100080,acct_USER666,acct_AMAZON,395.05,2025-03-28 01:25:00,0
tx_100081,acct_PAYROLL3,acct_EMP252,1338.67,2025-04-05 12:08:00,0
tx_100082,acct_L30,acct_L99,13303.29,2025-03-01 18:16:00,1
tx_100083,acct_8058,acct_2906,1071.34,2025-02-12 08:20:00,0
tx_100084,acct_PAYROLL4,acct_EMP304,965.57,2025-05-15 08:47:00,0
tx_100085,acct_3019,acct_MULE11,4687.53,2025-05-01 18:25:00,1
tx_100086,acct_USER256,acct_AMAZON,484.36,2025-04-05 15:28:00,0
tx_100087,acct_PAYROLL2,acct_EMP343,1447.69,2025-05-06 22:24:00,0
tx_100088,acct_USER612,acct_AMAZON,305.42,2025-05-13 11:32:00,0
tx_100089,acct_USER417,acct_AMAZON,324.24,2025-01-05 15:05:00,0
tx_100090,acct_USER483,acct_AMAZON,195.1,2025-02-26 11:08:00,0
tx_100091,acct_PAYROLL5,acct_EMP183,2133.69,2025-02-22 06:05:00,0
tx_100092,acct_3626,acct_6639,1598.91,2025-05-05 19:37:00,0
tx_100093,acct_L46,acct_L68,15863.12,2025-01-02 00:11:00,1
tx_100094,acct_3968,acct_MULE10,2293.3,2025-05-11 11:14:00,1
tx_100095,acct_3227,acct_MULE1,5412.18,2025-04-26 13:55:00,1
tx_100096,acct_USER495,acct_AMAZON,338.44,2025-05-15 06:26:00,0
tx_100097,acct_USER254,acct_AMAZON,184.28,2025-02-16 17:01:00,0
tx_100098,acct_PAYROLL4,acct_EMP125,1005.18,2025-01-15 20:34:00,0
tx_100099,acct_L41,acct_L87,18559.22,2025-03-11 01:44:00,1
tx_100100,acct_1869,acct_6875,1533.18,2025-05-09 15:41:00,0
tx_100101,acct_3224,acct_MULE13,4365.92,2025-04-20 06:11:00,1
tx_100102,acct_4410,acct_8634,137.81,2025-01-09 17:11:00,0
tx_100103,acct_USER454,acct_AMAZON,465.9,2025-04-23 16:19:00,0
tx_100104,acct_PAYROLL2,acct_EMP298,2757.72,2025-04-26 14:40:00,0
tx_100105,acct_USER625,acct_AMAZON,159.26,2025-05-12 04:43:00,0
tx_100106,acct_PAYROLL3,acct_EMP77,1184.67,2025-03-12 11:51:00,0
tx_100107,acct_PAYROLL2,acct_EMP45,2141.82,2025-01-16 19:43:00,0
tx_100108,acct_1906,acct_586,1468.08,2025-04-04 18:02:00,0
tx_100109,acct_USER202,acct_AMAZON,80.57,2025-01-23 19:54:00,0
tx_100110,acct_8354,acct_3297,1441.65,2025-01-29 05:59:00,0
tx_100111,acct_USER154,acct_AMAZON,234.15,2025-01-13 05:41:00,0
tx_100112,acct_1427,acct_MULE8,3460.97,2025-05-12 13:06:00,1
tx_100113,acct_1587,acct_MULE2,5286.11,2025-02-20 08:55:00,1
tx_100114,acct_PAYROLL2,acct_EMP200,1258.43,2025-04-16 07:04:00,0
tx_100115,acct_L7,acct_L61,10149.95,2025-04-17 02:13:00,1
tx_100116,acct_L3,acct_L111,9357.16,2025-01-04 15:34:00,1
tx_100117,acct_1563,acct_MULE7,5761.73,2025-03-27 00:57:00,1
tx_100118,acct_L11,acct_L115,15269.14,2025-04-13 07:01:00,1
tx_100119,acct_6003,acct_7824,1948.67,2025-04-14 04:56:00,0
tx_100120,acct_1237,acct_MULE9,2058.42,2025-02-09 18:32:00,1
tx_100121,acct_PAYROLL4,acct_EMP367,2987.77,2025-01-28 01:19:00,0
tx_100122,acct_1421,acct_6498,812.39,2025-01-14 11:48:00,0
tx_100123,acct_1227,acct_MULE11,2477.8,2025-05-16 08:38:00,1
tx_100124,acct_PAYROLL1,acct_EMP37,2446.95,2025-04-14 20:52:00,0
tx_100125,acct_USER797,acct_AMAZON,215.69,2025-04-08 22:28:00,0
tx_100126,acct_4939,acct_6454,1828.89,2025-05-02 14:29:00,0
tx_100127,acct_FR5,acct_FR6,10128.46,2025-03-28 03:44:00,1
tx_100128,acct_USER611,acct_AMAZON,70.37,2025-01-18 09:46:00,0
tx_100129,acct_PAYROLL3,acct_EMP151,1848.95,2025-02-19 19:09:00,0
tx_100130,acct_USER55,acct_AMAZON,164.83,2025-01-25 12:56:00,0
tx_100131,acct_PAYROLL5,acct_EMP12,1665.94,2025-02-04 20:53:00,0
tx_100132,acct_FR6,acct_FR7,11614.54,2025-01-22 22:41:00,1
tx_100133,acct_L32,acct_L92,8166.8,2025-04-13 19:02:00,1
tx_100134,acct_6695,acct_5591,1746.82,2025-02-25 07:20:00,0
tx_100135,acct_1687,acct_2577,988.74,2025-02-07 04:29:00,0
tx_100136,acct_FR7,acct_FR1,11331.92,2025-02-02 18:29:00,1
tx_100137,acct_FR2,acct_FR3,8755.08,2025-02-09 16:50:00,1
tx_100138,acct_3553,acct_MULE1,2065.95,2025-04-19 23:12:00,1
tx_100139,acct_USER760,acct_AMAZON,361.99,2025-04-05 14:49:00,0
tx_100140,acct_4360,acct_5529,1814.37,2025-03-05 07:47:00,0
tx_100141,acct_USER76,acct_AMAZON,300.01,2025-04-22 17:04:00,0
tx_100142,acct_L39,acct_L91,13871.59,2025-04-24 12:46:00,1
tx_100143,acct_USER352,acct_AMAZON,179.6,2025-01-06 16:52:00,0
tx_100144,acct_2609,acct_MULE2,6629.44,2025-03-28 09:10:00,1
tx_100145,acct_6936,acct_4706,1353.07,2025-01-22 16:49:00,0
tx_100146,acct_8431,acct_1187,1323.28,2025-04-03 06:55:00,0
tx_100147,acct_FR7,acct_FR1,11173.55,2025-02-06 09:41:00,1
tx_100148,acct_3761,acct_MULE9,7152.96,2025-04-06 15:07:00,1
tx_100149,acct_3277,acct_MULE13,6913.85,2025-05-19 03:52:00,1
tx_100150,acct_3391,acct_5681,783.42,2025-05-07 01:24:00,0
tx_100151,acct_612,acct_4985,619.67,2025-05-03 15:13:00,0
tx_100152,acct_PAYROLL4,acct_EMP75,1773.89,2025-01-08 09:17:00,0
tx_100153,acct_5304,acct_2738,1024.54,2025-02-02 05:17:00,0
tx_100154,acct_PAYROLL3,acct_EMP75,2267.64,2025-04-13 12:24:00,0
tx_100155,acct_PAYROLL5,acct_EMP16,1735.33,2025-04-27 15:52:00,0
tx_100156,acct_USER532,acct_AMAZON,316.77,2025-04-01 04:30:00,0
tx_100157,acct_L30,acct_L89,18184.86,2025-04-16 14:25:00,1
tx_100158,acct_PAYROLL1,acct_EMP390,1763.06,2025-04-12 02:51:00,0
tx_100159,acct_1064,acct_MULE8,5952.44,2025-03-28 00:13:00,1
tx_100160,acct_8507,acct_6603,48.95,2025-04-11 09:18:00,0
tx_100161,acct_6266,acct_1593,1113.95,2025-01-08 10:38:00,0
tx_100162,acct_USER17,acct_AMAZON,379.05,2025-02-05 12:17:00,0
tx_100163,acct_FR3,acct_FR4,14567.08,2025-02-16 01:18:00,1
tx_100164,acct_L29,acct_L57,10443.75,2025-03-13 23:43:00,1
tx_100165,acct_FR1,acct_FR2,9625.77,2025-03-17 07:00:00,1
tx_100166,acct_USER91,acct_AMAZON,289.72,2025-04-28 17:44:00,0
tx_100167,acct_L12,acct_L102,7511.16,2025-02-07 02:49:00,1
tx_100168,acct_5719,acct_7614,1702.87,2025-04-30 06:46:00,0
tx_100169,acct_FR5,acct_FR6,5418.25,2025-04-19 23:03:00,1
tx_100170,acct_USER511,acct_AMAZON,203.25,2025-01-16 18:59:00,0
tx_100171,acct_3443,acct_MULE13,2178.32,2025-02-25 04:20:00,1
tx_100172,acct_PAYROLL2,acct_EMP332,1539.39,2025-05-01 19:09:00,0
tx_100173,acct_PAYROLL3,acct_EMP412,1352.21,2025-05-13 12:27:00,0
tx_100174,acct_USER345,acct_AMAZON,277.04,2025-02-06 00:01:00,0
tx_100175,acct_PAYROLL5,acct_EMP81,2028.25,2025-04-09 21:02:00,0
tx_100176,acct_USER545,acct_AMAZON,394.65,2025-04-13 04:52:00,0
tx_100177,acct_PAYROLL5,acct_EMP198,888.23,2025-03-28 21:27:00,0
tx_100178,acct_5826,acct_6488,11.89,2025-01-21 05:11:00,0
tx_100179,acct_1429,acct_MULE13,8071.98,2025-01-24 13:15:00,1
tx_100180,acct_PAYROLL2,acct_EMP465,2394.94,2025-03-17 01:38:00,0
tx_100181,acct_PAYROLL4,acct_EMP19,2967.81,2025-04-08 20:20:00,0
tx_100182,acct_3680,acct_7160,169.28,2025-02-15 06:36:00,0
tx_100183,acct_FR1,acct_FR2,3123.86,2025-01-28 09:05:00,1
tx_100184,acct_L20,acct_L69,10785.39,2025-02-27 13:20:00,1
tx_100185,acct_USER161,acct_AMAZON,431.37,2025-01-20 08:31:00,0
tx_100186,acct_7820,acct_6779,1652.19,2025-03-15 19:51:00,0
tx_100187,acct_3912,acct_MULE13,2763.62,2025-02-16 09:58:00,1
tx_100188,acct_3616,acct_MULE1,6210.38,2025-02-16 04:30:00,1
tx_100189,acct_FR3,acct_FR4,14968.34,2025-04-05 08:27:00,1
tx_100190,acct_PAYROLL5,acct_EMP394,2946.38,2025-03-10 10:57:00,0
tx_100191,acct_3854,acct_MULE11,2040.99,2025-01-30 18:59:00,1
tx_100192,acct_L26,acct_L51,5758.75,2025-05-12 02:17:00,1
tx_100193,acct_5522,acct_2590,415.52,2025-05-06 23:04:00,0
tx_100194,acct_USER600,acct_AMAZON,171.9,2025-01-21 12:55:00,0
tx_100195,acct_USER45,acct_AMAZON,284.7,2025-03-03 16:35:00,0
tx_100196,acct_USER325,acct_AMAZON,204.73,2025-03-27 20:06:00,0
tx_100197,acct_FR5,acct_FR6,12251.07,2025-03-16 18:06:00,1
tx_100198,acct_1989,acct_MULE12,5201.86,2025-04-22 12:26:00,1
tx_100199,acct_1028,acct_6756,1120.69,2025-04-07 15:25:00,0
tx_100200,acct_USER671,acct_AMAZON,403.03,2025-01-07 23:26:00,0
tx_100201,acct_7980,acct_3134,882.45,2025-04-27 15:37:00,0
tx_100202,acct_525,acct_5452,1119.19,2025-01-08 07:47:00,0
tx_100203,acct_3583,acct_8237,269.71,2025-03-21 20:39:00,0
tx_100204,acct_USER769,acct_AMAZON,468.99,2025-01-31 21:38:00,0
tx_100205,acct_PAYROLL5,acct_EMP278,2532.31,2025-03-09 13:58:00,0
tx_100206,acct_USER426,acct_AMAZON,412.12,2025-01-23 13:36:00,0
tx_100207,acct_2336,acct_MULE2,7614.15,2025-04-27 17:23:00,1
tx_100208,acct_L22,acct_L98,9543.43,2025-02-10 18:33:00,1
tx_100209,acct_PAYROLL4,acct_EMP447,573.2,2025-02-24 17:28:00,0
tx_100210,acct_2543,acct_3133,1723.05,2025-05-17 15:22:00,0
tx_100211,acct_759,acct_6180,524.33,2025-04-23 21:46:00,0
tx_100212,acct_FR6,acct_FR7,8843.25,2025-05-09 23:50:00,1
tx_100213,acct_USER401,acct_AMAZON,275.85,2025-03-23 06:51:00,0
tx_100214,acct_1307,acct_7165,1990.25,2025-02-08 09:30:00,0
tx_100215,acct_4390,acct_3956,1754.32,2025-04-27 08:02:00,0
tx_100216,acct_PAYROLL1,acct_EMP228,1178.26,2025-02-20 13:32:00,0
tx_100217,acct_1562,acct_5299,1865.1,2025-03-19 16:43:00,0
tx_100218,acct_PAYROLL4,acct_EMP99,1895.87,2025-04-02 07:14:00,0
tx_100219,acct_FR2,acct_FR3,10923.68,2025-05-16 12:57:00,1
tx_100220,acct_USER39,acct_AMAZON,183.11,2025-04-12 08:40:00,0
tx_100221,acct_PAYROLL5,acct_EMP86,2565.9,2025-03-22 13:54:00,0
tx_100222,acct_PAYROLL3,acct_EMP394,2978.81,2025-04-22 19:17:00,0
tx_100223,acct_L5,acct_L80,15081.31,2025-04-13 19:55:00,1
tx_100224,acct_6995,acct_860,1913.09,2025-03-28 08:56:00,0
tx_100225,acct_8537,acct_76,31.52,2025-03-14 00:48:00,0
tx_100226,acct_4881,acct_3490,105.23,2025-02-06 13:03:00,0
tx_100227,acct_7849,acct_2912,1166.27,2025-03-17 14:12:00,0
tx_100228,acct_L25,acct_L107,15231.05,2025-05-09 03:03:00,1
tx_100229,acct_7430,acct_7514,794.0,2025-04-23 16:32:00,0
tx_100230,acct_USER11,acct_AMAZON,355.85,2025-03-08 04:26:00,0
tx_100231,acct_59,acct_2735,627.33,2025-03-04 23:32:00,0
tx_100232,acct_1195,acct_MULE8,7370.76,2025-02-12 10:20:00,1
tx_100233,acct_USER417,acct_AMAZON,259.27,2025-02-08 12:33:00,0
tx_100234,acct_FR1,acct_FR2,3948.08,2025-02-10 15:45:00,1
tx_100235,acct_FR1,acct_FR2,9444.68,2025-05-03 03:11:00,1
tx_100236,acct_8039,acct_1122,124.26,2025-04-20 12:53:00,0
tx_100237,acct_1934,acct_MULE12,3646.09,2025-03-09 13:54:00,1
tx_100238,acct_1396,acct_MULE2,2484.91,2025-02-03 23:28:00,1
tx_100239,acct_FR6,acct_FR7,7272.21,2025-01-03 08:49:00,1
tx_100240,acct_6989,acct_6642,26.03,2025-01-26 17:36:00,0
tx_100241,acct_PAYROLL1,acct_EMP456,945.89,2025-05-11 11:34:00,0
tx_100242,acct_6561,acct_8397,1664.75,2025-01-24 02:01:00,0
tx_100243,acct_L25,acct_L70,5782.85,2025-02-12 04:14:00,1
tx_100244,acct_PAYROLL5,acct_EMP103,2202.23,2025-01-13 14:26:00,0
tx_100245,acct_5437,acct_47,111.77,2025-04-26 05:29:00,0
tx_100246,acct_PAYROLL3,acct_EMP200,846.97,2025-03-10 04:19:00,0
tx_100247,acct_2072,acct_MULE13,3756.98,2025-04-23 19:34:00,1
tx_100248,acct_PAYROLL3,acct_EMP193,1097.69,2025-04-29 04:40:00,0
tx_100249,acct_PAYROLL3,acct_EMP491,2772.49,2025-01-22 18:39:00,0
tx_100250,acct_FR7,acct_FR1,9683.68,2025-05-05 01:59:00,1
tx_100251,acct_USER552,acct_AMAZON,311.33,2025-03-01 07:28:00,0
tx_100252,acct_USER534,acct_AMAZON,197.82,2025-03-28 22:45:00,0
tx_100253,acct_USER587,acct_AMAZON,173.3,2025-01-31 05:07:00,0
tx_100254,acct_8932,acct_8774,793.84,2025-02-08 13:19:00,0
tx_100255,acct_7640,acct_6405,509.57,2025-05-14 17:24:00,0
tx_100256,acct_2867,acct_MULE14,6739.3,2025-01-17 08:46:00,1
tx_100257,acct_PAYROLL4,acct_EMP28,629.74,2025-02-08 15:26:00,0
tx_100258,acct_FR3,acct_FR4,8081.31,2025-03-25 12:16:00,1
tx_100259,acct_566,acct_1487,1447.8,2025-01-27 23:15:00,0
tx_100260,acct_2926,acct_MULE8,8662.0,2025-01-25 09:23:00,1
tx_100261,acct_USER167,acct_AMAZON,387.02,2025-04-25 21:36:00,0
tx_100262,acct_8398,acct_6504,1228.23,2025-03-08 20:32:00,0
tx_100263,acct_USER365,acct_AMAZON,498.7,2025-01-08 17:42:00,0
tx_100264,acct_USER614,acct_AMAZON,259.44,2025-03-03 01:29:00,0
tx_100265,acct_FR1,acct_FR2,11030.41,2025-05-12 11:40:00,1
tx_100266,acct_USER657,acct_AMAZON,266.23,2025-03-30 06:57:00,0
tx_100267,acct_FR1,acct_FR2,4487.73,2025-04-08 11:51:00,1
tx_100268,acct_FR5,acct_FR6,3984.39,2025-03-02 13:07:00,1
tx_100269,acct_1146,acct_MULE14,8988.72,2025-01-12 05:02:00,1
tx_100270,acct_4622,acct_3209,1573.44,2025-02-21 09:44:00,0
tx_100271,acct_1367,acct_MULE13,4133.3,2025-03-05 22:42:00,1
tx_100272,acct_PAYROLL2,acct_EMP348,1093.82,2025-04-27 02:05:00,0
tx_100273,acct_USER239,acct_AMAZON,495.85,2025-05-14 06:43:00,0
tx_100274,acct_PAYROLL5,acct_EMP114,1766.77,2025-04-15 12:22:00,0
tx_100275,acct_PAYROLL5,acct_EMP224,705.49,2025-03-14 11:04:00,0
tx_100276,acct_3054,acct_MULE8,2027.16,2025-05-02 01:06:00,1
tx_100277,acct_PAYROLL2,acct_EMP79,840.05,2025-02-01 16:45:00,0
tx_100278,acct_FR4,acct_FR5,6466.15,2025-05-12 16:43:00,1
tx_100279,acct_PAYROLL4,acct_EMP153,1931.78,2025-04-04 09:51:00,0
tx_100280,acct_7651,acct_5252,1991.05,2025-01-22 07:24:00,0
tx_100281,acct_PAYROLL3,acct_EMP174,2138.62,2025-02-02 20:30:00,0
tx_100282,acct_PAYROLL1,acct_EMP308,1643.55,2025-02-19 05:37:00,0
tx_100283,acct_USER313,acct_AMAZON,164.18,2025-02-15 04:33:00,0
tx_100284,acct_3939,acct_MULE10,8142.48,2025-02-01 09:12:00,1
tx_100285,acct_FR3,acct_FR4,14791.32,2025-01-24 19:53:00,1
tx_100286,acct_FR7,acct_FR1,9703.63,2025-01-07 02:36:00,1
tx_100287,acct_1582,acct_MULE13,7619.36,2025-01-10 21:40:00,1
tx_100288,acct_USER660,acct_AMAZON,456.89,2025-01-24 14:36:00,0
tx_100289,acct_3979,acct_2141,1505.99,2025-04-04 00:26:00,0
tx_100290,acct_USER265,acct_AMAZON,333.35,2025-04-05 06:15:00,0
tx_100291,acct_USER89,acct_AMAZON,475.84,2025-05-06 23:35:00,0
tx_100292,acct_3264,acct_MULE14,7349.34,2025-01-28 02:31:00,1
tx_100293,acct_PAYROLL2,acct_EMP201,1815.38,2025-01-20 03:59:00,0
tx_100294,acct_3097,acct_MULE2,2258.02,2025-04-17 05:21:00,1
tx_100295,acct_2485,acct_MULE6,3007.27,2025-02-26 09:05:00,1
tx_100296,acct_966,acct_6995,238.4,2025-01-14 19:46:00,0
tx_100297,acct_USER712,acct_AMAZON,224.34,2025-03-05 22:20:00,0
tx_100298,acct_USER584,acct_AMAZON,379.06,2025-04-12 02:55:00,0
tx_100299,acct_PAYROLL1,acct_EMP461,1118.78,2025-05-16 06:23:00,0
tx_100300,acct_L42,acct_L72,11830.51,2025-03-07 16:52:00,1
tx_100301,acct_PAYROLL4,acct_EMP312,1016.66,2025-01-08 20:53:00,0
tx_100302,acct_FR3,acct_FR4,6300.75,2025-05-17 00:51:00,1
tx_100303,acct_FR2,acct_FR3,8414.57,2025-03-26 09:04:00,1
tx_100304,acct_PAYROLL1,acct_EMP316,894.97,2025-03-31 23:21:00,0
tx_100305,acct_USER568,acct_AMAZON,60.32,2025-05-08 01:11:00,0
tx_100306,acct_PAYROLL3,acct_EMP424,2968.75,2025-05-13 23:42:00,0
tx_100307,acct_USER221,acct_AMAZON,388.1,2025-03-30 17:17:00,0
tx_100308,acct_USER751,acct_AMAZON,173.53,2025-03-20 17:37:00,0
tx_100309,acct_PAYROLL4,acct_EMP414,1198.97,2025-03-31 19:51:00,0
tx_100310,acct_3163,acct_MULE5,3691.38,2025-03-08 05:59:00,1
tx_100311,acct_1208,acct_MULE6,3558.04,2025-03-16 13:17:00,1
tx_100312,acct_PAYROLL5,acct_EMP404,639.0,2025-03-20 19:03:00,0
tx_100313,acct_3265,acct_5805,890.27,2025-01-05 14:47:00,0
tx_100314,acct_PAYROLL1,acct_EMP370,807.5,2025-01-27 02:04:00,0
tx_100315,acct_PAYROLL5,acct_EMP315,2377.76,2025-03-29 16:33:00,0
tx_100316,acct_PAYROLL3,acct_EMP4,2183.78,2025-04-05 13:30:00,0
tx_100317,acct_3264,acct_8361,328.66,2025-04-16 04:52:00,0
tx_100318,acct_PAYROLL4,acct_EMP248,901.08,2025-03-14 09:00:00,0
tx_100319,acct_FR6,acct_FR7,3207.95,2025-04-03 09:40:00,1
tx_100320,acct_USER112,acct_AMAZON,335.51,2025-02-09 06:32:00,0
tx_100321,acct_USER655,acct_AMAZON,323.02,2025-01-28 21:32:00,0
tx_100322,acct_L32,acct_L92,12268.28,2025-05-03 23:53:00,1
tx_100323,acct_964,acct_4399,1249.97,2025-01-09 00:43:00,0
tx_100324,acct_6541,acct_6787,1152.52,2025-03-19 21:10:00,0
tx_100325,acct_PAYROLL5,acct_EMP383,1646.38,2025-04-22 05:43:00,0
tx_100326,acct_USER620,acct_AMAZON,169.03,2025-03-13 05:22:00,0
tx_100327,acct_PAYROLL3,acct_EMP473,1518.83,2025-01-28 12:28:00,0
tx_100328,acct_3968,acct_MULE13,7886.52,2025-02-04 20:41:00,1
tx_100329,acct_8825,acct_7450,612.61,2025-04-24 03:12:00,0
tx_100330,acct_L31,acct_L64,10404.06,2025-04-02 13:39:00,1
tx_100331,acct_FR3,acct_FR4,12907.19,2025-02-08 03:38:00,1
tx_100332,acct_3261,acct_MULE13,2435.8,2025-03-29 00:52:00,1
tx_100333,acct_USER11,acct_AMAZON,387.22,2025-04-05 09:01:00,0
tx_100334,acct_USER777,acct_AMAZON,300.25,2025-01-14 05:29:00,0
tx_100335,acct_771,acct_3182,799.27,2025-04-29 14:04:00,0
tx_100336,acct_2155,acct_MULE7,8314.83,2025-01-14 20:27:00,1
tx_100337,acct_1809,acct_2636,720.1,2025-01-11 20:02:00,0
tx_100338,acct_L45,acct_L103,14437.08,2025-01-19 13:08:00,1
tx_100339,acct_38,acct_2743,1248.43,2025-05-11 10:30:00,0
tx_100340,acct_L29,acct_L75,15002.04,2025-01-17 15:55:00,1
tx_100341,acct_FR6,acct_FR7,3139.61,2025-04-15 08:13:00,1
tx_100342,acct_6347,acct_1194,860.09,2025-04-01 00:11:00,0
tx_100343,acct_PAYROLL5,acct_EMP344,1652.02,2025-01-18 22:01:00,0
tx_100344,acct_3369,acct_MULE1,2247.89,2025-05-13 01:30:00,1
