transaction_id,sender_id,receiver_id,amount,timestamp
tx_33,acct_8064,acct_5525,1279.08,2025-04-07 10:12:00
tx_34,acct_customer_1828,acct_big_merchant,81.73,2025-04-20 03:35:00
tx_35,acct_customer_278,acct_big_merchant,498.0,2025-01-22 21:09:00
tx_36,acct_customer_2126,acct_big_merchant,256.53,2025-02-15 21:44:00
tx_37,acct_cycle_4,acct_cycle_5,4775.42,2025-02-25 15:39:00
tx_38,acct_user_106,acct_mule_master,6557.9,2025-01-11 23:55:00
tx_39,acct_payroll_corp,acct_employee_721,3572.93,2025-04-02 01:25:00
tx_40,acct_user_1846,acct_mule_master,2987.73,2025-02-17 21:31:00
tx_41,acct_customer_1981,acct_big_merchant,316.09,2025-02-16 12:11:00
tx_42,acct_user_1861,acct_subscription,28.22,2025-03-09 17:16:00
tx_43,acct_mule_master,acct_out_88,9730.87,2025-05-15 06:42:00
tx_44,acct_user_576,acct_subscription,13.63,2025-05-19 11:46:00
tx_45,acct_7086,acct_3964,2549.43,2025-01-13 05:38:00
tx_46,acct_shell_9,acct_shell_10,6099.44,2025-02-24 09:42:00
tx_47,acct_user_1974,acct_mule_master,7716.26,2025-05-10 03:31:00
tx_48,acct_mule_master,acct_out_163,10646.56,2025-01-31 09:21:00
tx_49,acct_user_2540,acct_mule_master,4382.96,2025-03-29 08:53:00
tx_50,acct_user_160,acct_mule_master,2540.68,2025-02-18 23:45:00
tx_51,acct_cycle_4,acct_cycle_5,18041.31,2025-03-12 03:29:00
tx_52,acct_cycle_2,acct_cycle_3,4975.41,2025-03-25 16:27:00
tx_53,acct_customer_2779,acct_big_merchant,435.73,2025-04-26 10:33:00
tx_54,acct_payroll_corp,acct_employee_966,1153.35,2025-03-18 06:31:00
tx_55,acct_payroll_corp,acct_employee_934,3417.25,2025-03-29 03:40:00
tx_56,acct_1518,acct_7237,409.0,2025-01-11 21:56:00
tx_57,acct_cycle_4,acct_cycle_5,15592.56,2025-05-17 19:27:00
tx_58,acct_customer_1100,acct_big_merchant,579.14,2025-04-14 10:40:00
tx_59,acct_user_84,acct_mule_master,2354.23,2025-03-27 11:08:00
tx_60,acct_customer_3298,acct_big_merchant,154.15,2025-04-02 15:30:00
tx_61,acct_payroll_corp,acct_employee_770,3901.27,2025-04-20 22:36:00
tx_62,acct_customer_2053,acct_big_merchant,594.48,2025-01-21 04:34:00
tx_63,acct_mule_master,acct_out_163,10439.14,2025-05-13 17:54:00
tx_64,acct_customer_925,acct_big_merchant,212.95,2025-03-29 03:45:00
tx_65,acct_user_105,acct_subscription,20.34,2025-02-18 10:02:00
tx_66,acct_payroll_corp,acct_employee_687,1028.36,2025-03-25 23:52:00
tx_67,acct_622,acct_4699,1665.42,2025-04-17 14:25:00
tx_68,acct_user_1245,acct_subscription,41.78,2025-01-12 01:16:00
tx_69,acct_payroll_corp,acct_employee_73,2040.25,2025-04-21 23:21:00
tx_70,acct_user_36,acct_mule_master,6567.6,2025-01-21 15:41:00
tx_71,acct_payroll_corp,acct_employee_545,1285.55,2025-03-09 02:33:00
tx_72,acct_user_1322,acct_subscription,33.66,2025-04-10 07:17:00
tx_73,acct_customer_1035,acct_big_merchant,433.68,2025-03-03 12:48:00
tx_74,acct_user_364,acct_subscription,39.8,2025-04-01 18:49:00
tx_75,acct_customer_2408,acct_big_merchant,577.73,2025-04-04 00:10:00
tx_76,acct_user_1104,acct_mule_master,7115.62,2025-01-11 09:40:00
tx_77,acct_cycle_3,acct_cycle_4,5909.15,2025-04-13 12:20:00
tx_78,acct_customer_2383,acct_big_merchant,399.41,2025-04-13 06:02:00
tx_79,acct_7347,acct_4183,2396.36,2025-04-04 08:13:00
tx_80,acct_cycle_3,acct_cycle_4,16169.42,2025-05-08 01:45:00
tx_81,acct_customer_201,acct_big_merchant,456.45,2025-04-13 22:44:00
tx_82,acct_shell_2,acct_shell_3,13794.13,2025-04-12 10:37:00
tx_83,acct_user_2456,acct_mule_master,3295.37,2025-02-23 22:20:00
tx_84,acct_mule_master,acct_out_100,7659.59,2025-01-01 16:17:00
tx_85,acct_mule_master,acct_out_182,5383.53,2025-04-07 19:10:00
tx_86,acct_mule_master,acct_out_31,5898.5,2025-05-07 12:04:00
tx_87,acct_mule_master,acct_out_86,4322.9,2025-04-10 16:06:00
tx_88,acct_user_2938,acct_mule_master,8975.75,2025-04-21 08:29:00
tx_89,acct_payroll_corp,acct_employee_258,3164.79,2025-05-02 19:32:00
tx_90,acct_payroll_corp,acct_employee_948,2268.71,2025-04-09 15:20:00
tx_91,acct_5751,acct_8881,584.96,2025-03-19 06:37:00
tx_92,acct_mule_master,acct_out_100,6560.58,2025-04-19 21:37:00
tx_93,acct_user_2357,acct_mule_master,3673.03,2025-02-12 11:41:00
tx_94,acct_user_1460,acct_mule_master,2705.81,2025-02-15 03:17:00
tx_95,acct_mule_master,acct_out_97,5589.55,2025-01-19 15:24:00
tx_96,acct_payroll_corp,acct_employee_802,1537.49,2025-03-12 05:56:00
tx_97,acct_customer_3619,acct_big_merchant,574.71,2025-05-05 10:07:00
tx_98,acct_user_2492,acct_mule_master,6907.19,2025-02-18 06:04:00
tx_99,acct_cycle_4,acct_cycle_5,18034.78,2025-05-07 23:56:00
tx_100,acct_user_1344,acct_subscription,33.86,2025-04-01 03:31:00
tx_101,acct_payroll_corp,acct_employee_107,1687.79,2025-03-13 00:06:00
tx_102,acct_mule_master,acct_out_15,4518.76,2025-01-18 16:27:00
tx_103,acct_customer_2387,acct_big_merchant,122.6,2025-04-02 08:50:00
tx_104,acct_user_169,acct_subscription,34.0,2025-03-18 02:03:00
tx_105,acct_cycle_2,acct_cycle_3,5109.99,2025-03-22 02:35:00
tx_106,acct_924,acct_29,2487.05,2025-01-22 11:46:00
tx_107,acct_user_390,acct_subscription,23.18,2025-02-06 05:43:00
tx_108,acct_customer_2672,acct_big_merchant,333.64,2025-03-11 02:41:00
tx_109,acct_user_2491,acct_mule_master,3452.54,2025-01-23 06:12:00
tx_110,acct_shell_10,acct_shell_11,20661.73,2025-04-28 16:28:00
tx_111,acct_payroll_corp,acct_employee_992,3655.05,2025-01-22 23:00:00
tx_112,acct_user_871,acct_subscription,39.8,2025-04-25 22:02:00
tx_113,acct_shell_8,acct_shell_9,15458.96,2025-03-07 01:38:00
tx_114,acct_cycle_1,acct_cycle_2,10079.72,2025-04-28 09:51:00
tx_115,acct_payroll_corp,acct_employee_478,1641.49,2025-02-05 11:27:00
tx_116,acct_payroll_corp,acct_employee_185,3827.96,2025-04-24 14:12:00
tx_117,acct_cycle_3,acct_cycle_4,13976.52,2025-01-26 18:48:00
tx_118,acct_payroll_corp,acct_employee_87,945.11,2025-02-20 10:01:00
tx_119,acct_user_887,acct_subscription,15.33,2025-03-31 03:25:00
tx_120,acct_customer_3781,acct_big_merchant,239.68,2025-04-24 03:02:00
tx_121,acct_payroll_corp,acct_employee_1178,1234.64,2025-02-26 02:51:00
tx_122,acct_payroll_corp,acct_employee_1146,3519.75,2025-01-20 16:42:00
tx_123,acct_user_1438,acct_mule_master,8433.11,2025-01-21 15:52:00
tx_124,acct_customer_986,acct_big_merchant,50.72,2025-03-18 13:01:00
tx_125,acct_shell_4,acct_shell_5,17962.01,2025-04-09 06:10:00
tx_126,acct_1586,acct_2827,970.95,2025-01-08 03:40:00
tx_127,acct_customer_735,acct_big_merchant,366.78,2025-03-17 09:39:00
tx_128,acct_shell_10,acct_shell_11,6865.63,2025-03-10 11:16:00
tx_129,acct_customer_1238,acct_big_merchant,164.55,2025-01-15 10:45:00
tx_130,acct_customer_846,acct_big_merchant,519.31,2025-04-27 12:00:00
tx_131,acct_shell_10,acct_shell_11,21882.72,2025-02-10 14:32:00
tx_132,acct_user_541,acct_mule_master,5352.59,2025-02-04 22:34:00
tx_133,acct_user_329,acct_subscription,12.49,2025-03-15 05:09:00
tx_134,acct_user_1832,acct_subscription,49.61,2025-01-19 11:43:00
tx_135,acct_user_900,acct_mule_master,4836.36,2025-01-16 07:24:00
tx_136,acct_user_961,acct_subscription,16.38,2025-03-18 13:13:00
tx_137,acct_shell_6,acct_shell_7,22219.55,2025-03-12 07:05:00
tx_138,acct_customer_2531,acct_big_merchant,170.6,2025-01-08 14:35:00
tx_139,acct_cycle_1,acct_cycle_2,8553.71,2025-04-10 12:56:00
tx_140,acct_customer_3061,acct_big_merchant,293.31,2025-01-28 15:35:00
tx_141,acct_user_785,acct_mule_master,2417.48,2025-02-08 21:57:00
tx_142,acct_user_610,acct_subscription,13.74,2025-02-27 08:01:00
tx_143,acct_customer_1355,acct_big_merchant,403.48,2025-04-24 23:15:00
tx_144,acct_customer_299,acct_big_merchant,338.72,2025-02-14 05:57:00
tx_145,acct_cycle_4,acct_cycle_5,5270.89,2025-04-30 10:23:00
tx_146,acct_shell_1,acct_shell_2,15941.74,2025-02-25 18:28:00
tx_147,acct_payroll_corp,acct_employee_1109,1297.75,2025-02-18 07:40:00
tx_148,acct_shell_8,acct_shell_9,6612.93,2025-02-25 09:54:00
tx_149,acct_user_329,acct_subscription,29.04,2025-04-18 15:13:00
tx_150,acct_payroll_corp,acct_employee_545,1719.46,2025-01-19 07:25:00
tx_151,acct_cycle_3,acct_cycle_4,15936.85,2025-02-11 21:37:00
tx_152,acct_payroll_corp,acct_employee_160,1703.73,2025-03-03 09:40:00
tx_153,acct_payroll_corp,acct_employee_665,1356.42,2025-04-14 04:12:00
tx_154,acct_shell_3,acct_shell_4,13633.11,2025-04-22 18:49:00
tx_155,acct_shell_2,acct_shell_3,7605.89,2025-02-10 21:45:00
tx_156,acct_payroll_corp,acct_employee_555,2214.36,2025-03-20 17:16:00
tx_157,acct_payroll_corp,acct_employee_754,825.12,2025-01-17 12:47:00
tx_158,acct_cycle_5,acct_cycle_1,13427.84,2025-01-16 21:52:00
tx_159,acct_user_146,acct_mule_master,8939.5,2025-04-26 08:13:00
tx_160,acct_customer_3555,acct_big_merchant,316.0,2025-02-19 11:31:00
tx_161,acct_payroll_corp,acct_employee_189,3376.58,2025-05-17 05:04:00
tx_162,acct_customer_2748,acct_big_merchant,226.33,2025-03-11 15:15:00
tx_163,acct_shell_2,acct_shell_3,9657.33,2025-04-18 00:06:00
tx_164,acct_payroll_corp,acct_employee_68,3468.22,2025-05-12 11:40:00
tx_165,acct_user_2168,acct_mule_master,1771.67,2025-02-19 09:06:00
tx_166,acct_user_2825,acct_mule_master,7422.22,2025-04-26 22:20:00
tx_167,acct_payroll_corp,acct_employee_1197,1510.48,2025-04-02 07:52:00
tx_168,acct_user_1607,acct_subscription,33.75,2025-02-02 08:59:00
tx_169,acct_customer_2575,acct_big_merchant,246.25,2025-01-19 03:19:00
tx_170,acct_user_883,acct_mule_master,4838.51,2025-04-15 20:08:00
tx_171,acct_shell_5,acct_shell_6,6533.33,2025-03-05 21:33:00
tx_172,acct_customer_3452,acct_big_merchant,75.35,2025-04-15 17:45:00
tx_173,acct_user_1443,acct_mule_master,2133.01,2025-03-27 17:53:00
tx_174,acct_8975,acct_8614,808.24,2025-01-21 07:34:00
tx_175,acct_mule_master,acct_out_194,3711.53,2025-04-20 22:13:00
tx_176,acct_6202,acct_6013,184.18,2025-02-18 19:11:00
tx_177,acct_customer_3471,acct_big_merchant,151.89,2025-04-22 13:57:00
tx_178,acct_user_1492,acct_mule_master,7082.9,2025-03-17 10:12:00
tx_179,acct_6319,acct_238,1229.01,2025-04-27 17:48:00
tx_180,acct_mule_master,acct_out_17,4067.12,2025-04-14 12:10:00
tx_181,acct_mule_master,acct_out_138,10192.22,2025-01-18 22:27:00
tx_182,acct_user_1455,acct_subscription,10.95,2025-04-28 22:30:00
tx_183,acct_cycle_2,acct_cycle_3,9809.02,2025-02-09 02:42:00
tx_184,acct_customer_737,acct_big_merchant,339.56,2025-02-14 22:02:00
tx_185,acct_user_375,acct_subscription,42.15,2025-03-05 22:56:00
tx_186,acct_mule_master,acct_out_104,6409.38,2025-05-11 22:22:00
tx_187,acct_5881,acct_2786,684.12,2025-02-28 00:25:00
tx_188,acct_payroll_corp,acct_employee_605,2209.61,2025-04-30 04:02:00
tx_189,acct_shell_1,acct_shell_2,21646.72,2025-03-09 14:48:00
tx_190,acct_shell_7,acct_shell_8,14306.34,2025-02-17 08:19:00
tx_191,acct_payroll_corp,acct_employee_272,2596.53,2025-03-16 21:50:00
tx_192,acct_cycle_2,acct_cycle_3,9261.99,2025-01-05 18:59:00
tx_193,acct_542,acct_890,1072.51,2025-04-26 14:20:00
tx_194,acct_user_1932,acct_mule_master,5398.32,2025-04-25 06:22:00
tx_195,acct_payroll_corp,acct_employee_386,1300.04,2025-01-23 06:33:00
tx_196,acct_shell_4,acct_shell_5,24252.66,2025-05-14 10:18:00
tx_197,acct_payroll_corp,acct_employee_344,2164.52,2025-04-26 23:27:00
tx_198,acct_user_820,acct_subscription,39.1,2025-01-16 06:27:00
tx_199,acct_user_377,acct_subscription,36.76,2025-05-10 06:44:00
tx_200,acct_shell_8,acct_shell_9,13375.35,2025-02-15 10:55:00
tx_201,acct_cycle_2,acct_cycle_3,8276.2,2025-02-02 00:28:00
tx_202,acct_shell_7,acct_shell_8,5320.83,2025-01-28 01:16:00
tx_203,acct_user_1381,acct_mule_master,6235.5,2025-01-31 01:09:00
tx_204,acct_shell_4,acct_shell_5,9891.68,2025-04-13 03:59:00
tx_205,acct_payroll_corp,acct_employee_689,2143.66,2025-05-15 14:50:00
tx_206,acct_payroll_corp,acct_employee_360,2765.76,2025-04-10 03:00:00
tx_207,acct_mule_master,acct_out_3,11916.23,2025-04-26 12:37:00
tx_208,acct_payroll_corp,acct_employee_166,1560.5,2025-05-09 14:55:00
tx_209,acct_user_1900,acct_mule_master,5972.8,2025-01-09 03:44:00
tx_210,acct_customer_15,acct_big_merchant,93.92,2025-02-17 05:37:00
tx_211,acct_customer_1216,acct_big_merchant,265.6,2025-01-26 06:43:00
tx_212,acct_cycle_1,acct_cycle_2,5780.03,2025-03-26 07:28:00
tx_213,acct_shell_9,acct_shell_10,17226.43,2025-04-22 18:50:00
tx_214,acct_payroll_corp,acct_employee_1,1777.76,2025-01-19 22:08:00
tx_215,acct_customer_3043,acct_big_merchant,414.59,2025-02-25 17:52:00
tx_216,acct_payroll_corp,acct_employee_779,1501.39,2025-02-02 21:34:00
tx_217,acct_shell_10,acct_shell_11,22734.83,2025-01-25 04:23:00
tx_218,acct_cycle_3,acct_cycle_4,8043.48,2025-03-02 03:47:00
tx_219,acct_user_688,acct_subscription,44.51,2025-03-01 00:46:00
tx_220,acct_mule_master,acct_out_131,7127.26,2025-02-16 00:53:00
tx_221,acct_customer_1472,acct_big_merchant,121.7,2025-03-16 10:29:00
tx_222,acct_payroll_corp,acct_employee_871,1696.79,2025-05-09 10:11:00
tx_223,acct_user_835,acct_mule_master,7669.21,2025-03-24 19:07:00
tx_224,acct_mule_master,acct_out_150,2980.48,2025-02-12 11:37:00
tx_225,acct_customer_3241,acct_big_merchant,241.08,2025-03-27 13:27:00
tx_226,acct_cycle_3,acct_cycle_4,19728.0,2025-04-29 19:54:00
tx_227,acct_user_289,acct_subscription,13.83,2025-01-25 17:20:00
tx_228,acct_mule_master,acct_out_79,3109.67,2025-03-04 21:14:00
tx_229,acct_payroll_corp,acct_employee_629,1115.74,2025-02-16 04:19:00
tx_230,acct_cycle_1,acct_cycle_2,16516.56,2025-03-01 09:08:00
tx_231,acct_mule_master,acct_out_54,4397.02,2025-02-19 15:39:00
tx_232,acct_user_2223,acct_mule_master,5487.2,2025-02-08 14:33:00
tx_233,acct_payroll_corp,acct_employee_929,3077.85,2025-01-25 08:55:00
tx_234,acct_mule_master,acct_out_24,2252.01,2025-05-06 10:09:00
tx_235,acct_payroll_corp,acct_employee_739,2323.38,2025-03-03 04:35:00
tx_236,acct_mule_master,acct_out_87,3962.22,2025-05-08 13:55:00
tx_237,acct_payroll_corp,acct_employee_327,3925.6,2025-02-25 10:12:00
tx_238,acct_user_2946,acct_mule_master,5984.99,2025-02-27 03:36:00
tx_239,acct_mule_master,acct_out_123,3434.83,2025-04-15 07:37:00
tx_240,acct_customer_899,acct_big_merchant,594.56,2025-04-06 12:41:00
tx_241,acct_4811,acct_3674,1486.19,2025-04-08 00:02:00
tx_242,acct_payroll_corp,acct_employee_855,1252.22,2025-05-04 00:37:00
tx_243,acct_shell_3,acct_shell_4,20608.14,2025-01-16 04:20:00
tx_244,acct_cycle_2,acct_cycle_3,11747.49,2025-05-14 03:30:00
tx_245,acct_customer_1787,acct_big_merchant,218.01,2025-02-05 02:21:00
tx_246,acct_customer_54,acct_big_merchant,590.8,2025-03-16 23:57:00
tx_247,acct_shell_8,acct_shell_9,18396.04,2025-01-24 08:00:00
tx_248,acct_user_169,acct_subscription,38.24,2025-03-05 11:52:00
tx_249,acct_customer_3584,acct_big_merchant,95.12,2025-01-11 07:43:00
tx_250,acct_payroll_corp,acct_employee_116,3227.52,2025-02-16 20:33:00
tx_251,acct_user_539,acct_subscription,23.11,2025-05-17 06:35:00
tx_252,acct_user_68,acct_mule_master,5754.12,2025-05-01 17:28:00
tx_253,acct_mule_master,acct_out_22,6279.51,2025-05-16 05:11:00
tx_254,acct_customer_2971,acct_big_merchant,58.9,2025-01-22 23:30:00
tx_255,acct_payroll_corp,acct_employee_843,1172.12,2025-04-19 00:52:00
tx_256,acct_user_1158,acct_mule_master,4744.39,2025-01-29 18:31:00
tx_257,acct_cycle_4,acct_cycle_5,13004.63,2025-04-03 00:53:00
tx_258,acct_user_2695,acct_mule_master,6780.92,2025-01-15 09:47:00
tx_259,acct_mule_master,acct_out_101,11998.13,2025-01-31 05:16:00
tx_260,acct_shell_9,acct_shell_10,18105.99,2025-05-17 12:41:00
tx_261,acct_user_826,acct_mule_master,6823.16,2025-01-28 12:17:00
tx_262,acct_user_1809,acct_mule_master,6551.01,2025-04-11 16:45:00
tx_263,acct_cycle_1,acct_cycle_2,5847.5,2025-01-06 21:47:00
tx_264,acct_payroll_corp,acct_employee_113,2005.85,2025-02-03 08:17:00
tx_265,acct_5904,acct_2350,809.46,2025-03-21 08:42:00
tx_266,acct_payroll_corp,acct_employee_281,1220.41,2025-02-15 22:49:00
tx_267,acct_user_2282,acct_mule_master,7859.17,2025-01-31 10:05:00
tx_268,acct_cycle_5,acct_cycle_1,11467.5,2025-02-28 12:47:00
tx_269,acct_379,acct_654,2523.07,2025-02-17 09:19:00
tx_270,acct_customer_2803,acct_big_merchant,427.77,2025-04-15 00:20:00
tx_271,acct_mule_master,acct_out_84,5446.06,2025-02-16 21:50:00
tx_272,acct_payroll_corp,acct_employee_367,3527.8,2025-04-15 21:57:00
tx_273,acct_user_1036,acct_mule_master,2044.39,2025-03-10 11:59:00
tx_274,acct_3038,acct_2207,1175.57,2025-04-13 04:42:00
tx_275,acct_7173,acct_3055,2561.7,2025-05-18 00:51:00
tx_276,acct_payroll_corp,acct_employee_876,1064.28,2025-03-15 23:39:00
tx_277,acct_payroll_corp,acct_employee_976,2368.57,2025-01-10 06:16:00
tx_278,acct_shell_5,acct_shell_6,22079.66,2025-03-25 06:39:00
tx_279,acct_shell_10,acct_shell_11,10310.07,2025-02-16 09:47:00
tx_280,acct_mule_master,acct_out_82,4981.67,2025-04-13 07:09:00
tx_281,acct_payroll_corp,acct_employee_655,3510.55,2025-03-10 00:34:00
tx_282,acct_payroll_corp,acct_employee_462,3650.64,2025-01-17 20:05:00
tx_283,acct_cycle_4,acct_cycle_5,8070.02,2025-02-24 17:26:00
tx_284,acct_payroll_corp,acct_employee_71,1599.38,2025-01-16 13:26:00
tx_285,acct_cycle_3,acct_cycle_4,8011.03,2025-05-02 08:10:00
tx_286,acct_mule_master,acct_out_93,8930.27,2025-05-06 22:25:00
tx_287,acct_payroll_corp,acct_employee_880,2147.1,2025-03-23 05:40:00
tx_288,acct_4615,acct_3708,241.84,2025-01-22 21:06:00
tx_289,acct_shell_2,acct_shell_3,13490.5,2025-02-28 22:20:00
tx_290,acct_user_711,acct_subscription,15.67,2025-01-30 10:43:00
tx_291,acct_user_23,acct_subscription,26.68,2025-04-14 13:07:00
tx_292,acct_mule_master,acct_out_51,9021.94,2025-03-23 03:48:00
tx_293,acct_customer_3023,acct_big_merchant,489.6,2025-05-03 11:28:00
tx_294,acct_cycle_2,acct_cycle_3,9818.13,2025-04-05 22:03:00
tx_295,acct_user_1440,acct_subscription,38.5,2025-03-15 18:58:00
tx_296,acct_cycle_5,acct_cycle_1,9054.41,2025-03-21 02:15:00
tx_297,acct_payroll_corp,acct_employee_1187,1076.34,2025-03-11 04:38:00
tx_298,acct_cycle_1,acct_cycle_2,5272.23,2025-03-08 03:51:00
tx_299,acct_cycle_1,acct_cycle_2,12175.65,2025-01-22 17:00:00
tx_300,acct_cycle_1,acct_cycle_2,10097.19,2025-01-14 07:57:00
tx_301,acct_payroll_corp,acct_employee_479,3310.55,2025-04-19 22:49:00
tx_302,acct_cycle_4,acct_cycle_5,14171.13,2025-03-22 19:59:00
tx_303,acct_cycle_3,acct_cycle_4,16042.06,2025-04-17 06:19:00
tx_304,acct_cycle_5,acct_cycle_1,17214.96,2025-04-08 22:28:00
tx_305,acct_mule_master,acct_out_181,3899.98,2025-04-05 00:46:00
tx_306,acct_5680,acct_3457,2082.01,2025-05-14 12:36:00
tx_307,acct_user_543,acct_mule_master,6015.06,2025-02-28 00:29:00
tx_308,acct_customer_49,acct_big_merchant,309.04,2025-02-23 16:42:00
tx_309,acct_cycle_3,acct_cycle_4,15935.4,2025-03-03 09:38:00
tx_310,acct_customer_1158,acct_big_merchant,520.73,2025-04-01 22:04:00
tx_311,acct_shell_9,acct_shell_10,7440.07,2025-01-26 10:41:00
tx_312,acct_customer_513,acct_big_merchant,478.33,2025-03-18 17:34:00
tx_313,acct_mule_master,acct_out_191,11098.17,2025-01-30 15:41:00
tx_314,acct_mule_master,acct_out_29,5220.92,2025-04-23 23:41:00
tx_315,acct_user_823,acct_subscription,46.18,2025-02-02 20:42:00
tx_316,acct_mule_master,acct_out_101,11926.93,2025-03-29 11:54:00
tx_317,acct_user_2615,acct_mule_master,3676.03,2025-03-29 17:47:00
tx_318,acct_payroll_corp,acct_employee_781,2824.97,2025-02-13 19:30:00
tx_319,acct_shell_8,acct_shell_9,16050.93,2025-01-29 16:26:00
tx_320,acct_customer_3653,acct_big_merchant,136.98,2025-03-04 15:42:00
tx_321,acct_user_399,acct_mule_master,1652.55,2025-03-02 01:30:00
tx_322,acct_payroll_corp,acct_employee_204,3616.59,2025-01-04 04:29:00
tx_323,acct_shell_2,acct_shell_3,15444.79,2025-01-25 06:00:00
tx_324,acct_cycle_4,acct_cycle_5,5324.05,2025-01-14 22:38:00
tx_325,acct_user_1986,acct_subscription,15.57,2025-04-10 01:38:00
tx_326,acct_mule_master,acct_out_163,4741.36,2025-03-10 07:39:00
tx_327,acct_user_2451,acct_mule_master,5867.63,2025-01-09 09:01:00
tx_328,acct_user_1930,acct_subscription,19.48,2025-01-28 17:35:00
tx_329,acct_mule_master,acct_out_40,4567.84,2025-02-23 16:10:00
tx_330,acct_cycle_3,acct_cycle_4,8975.3,2025-04-11 00:12:00
tx_331,acct_shell_10,acct_shell_11,6583.56,2025-01-12 04:02:00
tx_332,acct_user_2030,acct_mule_master,3692.72,2025-01-23 10:19:00
tx_333,acct_customer_1355,acct_big_merchant,215.87,2025-02-27 08:53:00
tx_334,acct_cycle_5,acct_cycle_1,17290.01,2025-05-04 01:06:00
tx_335,acct_user_458,acct_subscription,25.42,2025-03-08 20:22:00
tx_336,acct_user_2795,acct_mule_master,5347.81,2025-03-20 01:24:00
tx_337,acct_shell_10,acct_shell_11,19910.52,2025-02-09 13:49:00
tx_338,acct_shell_3,acct_shell_4,22878.62,2025-02-14 16:44:00
tx_339,acct_shell_1,acct_shell_2,9724.66,2025-02-14 07:51:00
tx_340,acct_8491,acct_7295,1801.57,2025-03-19 17:13:00
tx_341,acct_payroll_corp,acct_employee_719,2002.48,2025-05-02 11:14:00
tx_342,acct_shell_3,acct_shell_4,8083.4,2025-02-22 01:11:00
tx_343,acct_cycle_3,acct_cycle_4,12893.1,2025-04-25 20:31:00
tx_344,acct_mule_master,acct_out_137,9762.68,2025-03-25 05:20:00
tx_345,acct_user_1763,acct_subscription,47.75,2025-04-17 00:10:00
tx_346,acct_cycle_1,acct_cycle_2,12664.82,2025-05-07 02:13:00
tx_347,acct_customer_1002,acct_big_merchant,331.89,2025-04-11 06:57:00
tx_348,acct_user_1927,acct_mule_master,7540.56,2025-01-12 19:00:00
tx_349,acct_user_46,acct_subscription,13.93,2025-05-03 18:35:00
tx_350,acct_customer_93,acct_big_merchant,563.27,2025-05-12 03:44:00
tx_351,acct_customer_3894,acct_big_merchant,86.01,2025-03-11 19:45:00
tx_352,acct_customer_3143,acct_big_merchant,386.9,2025-02-16 03:47:00
tx_353,acct_payroll_corp,acct_employee_395,1806.32,2025-01-13 03:55:00
tx_354,acct_4932,acct_6533,2649.53,2025-01-10 19:56:00
tx_355,acct_1677,acct_8143,1209.43,2025-02-15 07:43:00
tx_356,acct_cycle_2,acct_cycle_3,8437.8,2025-04-26 00:14:00
tx_357,acct_customer_416,acct_big_merchant,261.21,2025-03-24 17:22:00
tx_358,acct_shell_7,acct_shell_8,5587.95,2025-01-13 01:53:00
